Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
557557,BAY AREA CARE TEAM INC,2505 TARAVAL STREET,SAN FRANCISCO,CA,94116,101,33,8.7,8.2,0.5,0,0,0,0,"218,307","294,452","190,999",0,12,"7,612",89,,,,,28,,,,0,0,1.52,0.18182,0.69697,0.12121,0.24242,0.48485,0.39394,0.12121,0.09091,0.15152,0.33333,,0.33333,0.09091,0.54545,0.18182,0
557559,AGAPE HOME CARE,1004 W FOOTHILL BLVD STE 202,UPLAND,CA,91786,128,94,14.7,9.2,5,0.1,0,0.3,0.2,"268,748","409,226","366,150",1.1,,,75,37,57,29,65,34,15,,36,0,,2.75,0.12766,0.44681,0.40426,0.07447,0.59574,0.68085,0.3617,0.34043,0.69149,0.6383,,0.51064,0.12766,0.56383,0.07447,0.1383
557561,SONORA REGIONAL HOME HEALTH,20100 CEDAR ROAD NORTH,SONORA,CA,95370,"1,630","1,285",14,7.6,3.7,1.1,0.5,0.6,0.5,"5,676,667","5,544,350","4,345,306",0.3,161,"93,621",78,514,771,"1,028",257,"1,199",,,55,,,1.89,0.20467,0.25759,0.34319,0.16809,0.34708,0.39144,0.30428,0.31907,0.30895,0.53152,,0.37821,0.14475,0.6179,0.02724,0.11518
557566,"MLH HEALTHCARE, INC","127 N MADISON AVE, STE 215",PASADENA,CA,91101,520,219,19,13.5,5.2,0.1,0,0.1,0.1,"1,361,350","2,035,565","1,555,862",8.9,,,76,60,159,37,182,28,,12,173,0,,1.91,0.11416,0.2968,0.23288,0.06849,0.27854,0.45205,0.17352,0.3242,0.56164,0.71689,,0.63014,0.26027,,0.06849,0.06393
557569,"NETWORK PROVIDERS FOR HOME HEALTH, INC",8337 TELEGRAPH ROAD SUITE 223,PICO RIVERA,CA,90660,532,335,18.2,13.1,3.1,0.4,0.1,1.5,0.1,"1,228,223","1,729,093","1,421,327",7,58,"24,517",75,150,185,162,173,154,,88,81,,,2.77,0.20299,0.31343,0.38507,0.14627,0.5194,0.54925,0.34925,0.36418,0.59701,0.74925,,0.57612,0.16716,0.57015,0.0597,0.14925
557581,PARAMOUNT HOME HEALTH SERVICES,"1915 BEVERLY BLVD, SUITE 200",LOS ANGELES,CA,90057,29,13,16.3,14.9,1.3,0.1,0,0,0,"68,440","82,143","65,165",7.3,,,80,,,,,,,0,,0,0,3.23,0.38462,0.30769,0.38462,0.07692,,,0.38462,0.53846,0.69231,,,,0.07692,0.69231,0,0
557597,AMERICAN NURSING HOME HEALTH,"724  E 1ST STREET, SUITE 203",LOS ANGELES,CA,90012,241,70,13.9,9,2.6,0.3,0,1.9,0.1,"668,388","666,179","543,295",3.5,12,"4,660",77,27,43,19,51,18,12,,35,0,,2.88,0.08571,0.41429,0.31429,0.15714,0.37143,0.68571,0.27143,0.4,0.71429,0.65714,,0.6,0.2,0.58571,0.04286,0.12857
557603,TENDER CARE HOME HEALTH,317 W LAS TUNAS DRIVE #208,SAN GABRIEL,CA,91776,284,187,16.3,12.6,2.6,0.4,0,0.7,0,"655,763","958,068","754,243",6.7,36,"15,893",74,70,117,56,131,62,,66,49,,,2.61,0.13904,0.32086,0.19786,0.13904,0.36364,0.55615,0.18182,0.25134,0.45989,0.60963,,0.50802,0.15508,0.4385,0.06417,0.09626
557613,GRACE HOME HEALTH CARE,1739 TERMINO AVE,LONG BEACH,CA,90815,"1,332",520,20.2,13.4,2.7,0.9,0,3,0.1,"6,570,020","4,743,126","3,687,896",8.9,91,"42,103",76,203,317,244,276,286,71,43,109,,,3.09,0.22885,0.37885,0.40192,0.13462,0.49808,0.60385,0.39615,0.46538,0.60962,0.64038,,0.58654,0.14423,0.56346,0.14038,0.17692
557615,ALL CARE HOME HEALTH,100 WEST BROADWAY SUITE 830,GLENDALE,CA,91210,492,354,14.9,8.8,4.9,0.3,0.1,0.7,0.1,"1,126,503","1,578,414","1,304,474",1.8,65,"30,887",79,119,235,168,186,146,44,71,84,,,2.53,0.20904,0.34181,0.32486,0.14124,0.43785,0.52825,0.33051,0.34463,0.50847,0.67797,,0.58757,0.23729,0.67514,0.10169,0.15537
557618,"METRO HOME CARE, INC","7018 OWENSMOUTH AVE, #201",CANOGA PARK,CA,91303,344,148,24.7,13.5,5.2,0.6,0.3,4.8,0.2,"1,634,171","1,347,532","1,066,909",5.9,16,"7,110",82,35,113,95,53,102,,,25,0,,2.35,0.16216,0.55405,0.40541,0.12838,0.64865,0.60811,0.42568,0.58784,0.5,0.75,,0.52027,0.35135,0.67568,0.14189,0.13514
557619,BETHANY HOME CARE,"11481 HEACOCK STREET,  SUITE 130",MORENO VALLEY,CA,92557,148,112,13.3,6.2,6.5,0,0,0.5,0.1,"281,973","472,612","418,308",1.4,23,"11,368",79,47,65,63,49,57,12,,35,0,,2.42,0.21429,0.42857,0.28571,0.08036,0.45536,0.57143,0.27679,0.38393,0.51786,0.64286,,0.48214,0.125,0.625,0.05357,0.17857
557628,AMERICAN UNITED HOME CARE,13111 VENTURA BLVD,STUDIO CITY,CA,91604,12,11,13.8,11.5,0.8,1.4,0,0,0,"23,996","36,093","29,216",7.5,0,,82,,,,,,0,0,,0,,2.31,0.45455,0.18182,0.18182,0.09091,0.72727,0.45455,0.09091,0.27273,0.36364,,,0.45455,0.18182,0.72727,0,0
557630,INTERIM HEALTHCARE,970 EXECUTIVE WAY,REDDING,CA,96002,570,435,15.5,7.5,5.2,0.1,0.4,1.3,0.8,"1,511,288","2,173,402","1,598,911",0.8,52,"26,882",77,191,244,342,93,404,,,15,,,2.04,0.22529,0.27586,0.37241,0.11724,0.3977,0.44828,0.35862,0.42069,0.36552,0.58621,,0.46207,0.13333,0.61149,0.05287,0.11724
557635,"ADMIRAL HOME HEALTH, INC",4010 WATSON PLAZA DRIVE SUITE 140,LAKEWOOD,CA,90712,107,79,27.8,24.8,2.3,0.4,0,0.1,0,"548,543","370,579","285,519",8.8,27,"16,098",70,29,50,24,55,23,19,,29,0,,2.66,0.08861,0.24051,0.18987,0.06329,0.46835,0.59494,0.13924,0.22785,0.64557,0.56962,,0.4557,0.06329,0.34177,0.10127,0.10127
557655,STAFFING HOME CARE,3540 CALLAN BLVD STE 203,SOUTH SAN FRANCISCO,CA,94080,370,190,16.9,12.7,2.7,0.5,0.1,1.4,0.1,"885,359","1,442,257","908,804",2.7,43,"28,002",81,78,112,147,43,128,,23,30,0,,2.3,0.23684,0.38947,0.22105,0.13684,0.44211,0.55789,0.20526,0.23684,0.40526,0.61579,,0.45263,0.13684,0.35263,0.04211,0.13684
557656,"AVANCE HOME HEALTH, INC","1350 O STREET, STE 303",FRESNO,CA,93721,250,185,12.6,8.1,3.4,0.4,0,0.3,0.3,"693,173","665,071","634,152",0.1,41,"18,209",76,76,109,56,129,65,14,,102,0,,2.8,0.11892,0.34595,0.36757,0.1027,0.43784,0.70811,0.26486,0.42162,0.69189,0.74595,,0.53514,0.0973,0.56216,0.05405,0.12432
557664,SAN BENITO HOME HEALTH CARE,911- C SUNSET DRIVE,HOLLISTER,CA,95023,316,246,10.1,5.7,3.1,0.9,0.1,0.3,0.1,"959,751","1,289,593","821,965",0,49,"31,664",79,113,133,163,83,156,0,,84,,,2.03,0.20325,0.29268,0.28049,0.13008,0.41057,0.47154,0.23171,0.28862,0.43089,0.65041,,0.50407,0.17073,0.48374,0.0122,0.1626
557669,"UNIVERSAL HOME CARE,  INC.",151 N SAN VICENTE BLVD STE 200,BEVERLY HILLS,CA,90211,851,616,20.4,12.9,5.3,1,0.1,1,0.1,"2,554,279","3,548,154","2,727,112",8.7,87,"45,546",79,253,363,439,177,492,57,28,26,0,13,2.25,0.18831,0.34416,0.25487,0.19805,0.48052,0.49513,0.21266,0.42695,0.40909,0.6526,,0.625,0.17208,0.73052,0.13312,0.13636
557677,"HUMAN TOUCH HOME HEALTH CARE AGENCY, INC","3629 NORTH SEPULVEDA BLVD, STE 101",MANHATTAN BEACH,CA,90266,477,278,17.6,10.8,4.1,1.1,0.1,1.4,0.2,"1,274,200","1,617,413","1,349,935",1.1,50,"20,457",76,87,191,125,153,112,105,11,45,,,2.76,0.14029,0.35971,0.3741,0.10791,0.44245,0.54676,0.3741,0.32374,0.55036,0.59712,,0.57554,0.1259,0.6259,0.05396,0.1259
557679,CARE SHARING HOME HEALTH,"16861 VENTURA BLVD, SUITE 200",ENCINO,CA,91436,63,32,11.4,10.2,0.8,0,0,0.4,0,"106,721","162,532","132,819",3.2,0,,85,12,20,,,26,,0,,0,,2.82,0.15625,0.34375,0.21875,0.21875,0.5,0.375,0.28125,0.40625,0.28125,0.71875,,0.59375,0.21875,0.65625,0.03125,0.0625
557680,CARE ESSENTIALS HOME HEALTH,264 E 18TH STREET,SAN BERNARDINO,CA,92404,24,11,33.5,28.5,4.7,0,0,0.2,0,"100,379","64,477","57,976",0,,,69,,,,,,,0,,0,0,2.2,0.18182,0.18182,0.27273,0,0.36364,0.36364,0.36364,0.36364,0.54545,0.54545,,0.18182,0.09091,0.54545,0.09091,0.09091
557684,"ADVENT HOME HEALTH CARE SERVICES, INC",1128 E ROUTE 66,GLENDORA,CA,91740,88,44,15,10.4,3.7,0.5,0,0.3,0.2,"183,726","282,653","236,161",0.8,0,,74,20,24,,,,,,33,0,0,3.71,0.06818,0.43182,0.61364,0.04545,0.61364,0.68182,0.56818,0.54545,0.65909,0.68182,,0.70455,0.25,,0.18182,0.25
557690,RX STAFFING AND HOME CARE,"4640 MARCONI AVENUE, SUITE 8",SACRAMENTO,CA,95821,"1,088",878,15,6.9,4.9,1.8,0.1,1,0.2,"4,146,061","4,607,506","3,208,565",0.3,154,"94,905",76,406,472,523,355,614,112,73,66,,,2.5,0.19476,0.3656,0.38155,0.14237,0.459,0.61162,0.3303,0.37472,0.48861,0.62984,,0.50797,0.1287,0.50228,0.07289,0.13098
557696,BROOKDALE HOME HEALTH,706 E ARROW HIGHWAY SUITE A,COVINA,CA,91722,259,170,21,8.5,7.9,4.2,0.1,0.1,0.3,"921,835","1,100,510","934,621",1.6,16,"9,036",88,54,116,,,159,,,,0,,2.48,0.26471,0.52941,0.31176,0.12941,0.53529,0.51176,0.32353,0.45294,0.27059,0.62353,,0.54118,0.35294,0.71176,0.10588,0.14706
557711,MISSION HOME HEALTH OF SAN DIEGO INC,"2375 NORTHSIDE DRIVE, SUITE 150",SAN DIEGO,CA,92108,"8,852","6,964",13.4,5.1,5.4,1.9,0.3,0.4,0.3,"30,340,209","30,599,336","27,167,540",0.2,"1,274","606,184",78,"2,959","4,005","5,101","1,863","5,253",335,272,924,52,128,2.3,0.2075,0.34463,0.31117,0.1479,0.41298,0.51278,0.29595,0.37895,0.41614,0.59808,,0.50129,0.14618,0.57122,0.07883,0.1324
557712,TOP CARE HOME HEALTH,9683 TIERRA GRANDE STREET STE 201,SAN DIEGO,CA,92126,335,91,12,8.8,2.3,0.3,0,0.5,0,"574,857","857,321","745,887",0.6,17,"5,526",82,27,64,21,70,27,,38,18,0,,2.53,0.10989,0.42857,0.45055,0.06593,0.56044,0.64835,0.41758,0.18681,0.63736,0.73626,,0.51648,0.35165,0.73626,0.06593,0.12088
557716,GOOD HOPE HOME HEALTH CARE,484  E FOOTHILL BLVD,UPLAND,CA,91786,283,152,19.2,11.7,3.7,0.5,0.1,3,0.2,"1,156,724","1,016,156","823,648",5.8,14,"6,168",78,51,101,63,89,45,65,,33,,,3.18,0.19737,0.48026,0.41447,0.125,0.53947,0.63816,0.41447,0.375,0.63816,0.57895,,0.59868,0.15132,0.61842,0.09211,0.15132
557718,"NORTH STAR HEALTHCARE, INC",667 BREA CANYON ROAD SUITE 28,WALNUT,CA,91789,623,464,13.1,6.7,4.2,0.7,0.1,1.1,0.3,"1,166,654","1,985,932","1,729,013",0.7,118,"51,736",75,204,260,340,124,307,14,46,88,,,2.35,0.18319,0.25216,0.26293,0.20474,0.35991,0.48491,0.21767,0.34914,0.40733,0.65733,,0.4806,0.16595,0.55388,0.04526,0.10776
557719,ULTIMATE HOME HEALTH CARE OF BEVERLY HILLS,"3911 LONG BEACH BLVD, SUITE B",LONG BEACH,CA,90807,181,101,13.7,9.3,3.3,0.3,0,0.7,0.1,"346,969","519,445","443,473",0,16,"7,410",82,25,76,64,37,56,25,,12,0,,2.34,0.19802,0.49505,0.35644,0.13861,0.57426,0.51485,0.31683,0.33663,0.52475,0.64356,,0.63366,0.16832,0.72277,0.14851,0.14851
557722,SANTA CLARITA HOME HEALTH,"22620 MARKET ST, STE 200",SANTA CLARITA,CA,91321,532,309,17.8,12,3.7,0.7,0,1.1,0.3,"1,614,645","1,802,128","1,438,530",5.2,24,"12,248",79,124,185,193,116,205,23,26,47,,,2.55,0.20065,0.45955,0.36893,0.1165,0.49191,0.49191,0.34304,0.41424,0.44013,0.58252,,0.56634,0.1877,0.59871,0.11003,0.09709
557727,HEALTH VIEW HOME HEALTH,"17785 CENTER COURT DRIVE, SUITE 325",CERRITOS,CA,90703,201,180,11.5,5.7,5.4,0.3,0.1,0.1,0,"510,424","657,467","553,803",2.6,44,"21,920",73,87,93,110,70,119,17,11,28,,,2.02,0.17222,0.23889,0.35556,0.11111,0.27778,0.5,0.30556,0.25,0.47222,0.63889,,0.41111,0.08889,0.52778,0.15556,0.12778
557731,CELEBRITY HOMEHEALTH,"16600 SHERMAN WAY, STE 200",VAN NUYS,CA,91406,103,68,19.8,12.9,4.5,1.5,0.2,0.7,0.1,"377,960","370,587","305,231",2.2,,,83,20,48,,,59,,,,0,0,2.37,0.26471,,0.27941,0.16176,0.61765,0.41176,0.30882,0.5,0.42647,0.64706,,0.54412,0.26471,0.61765,0.14706,0.11765
557735,"ADEPT HOME HEALTH SERVICES, INC",1131 W 6TH STREET #270,ONTARIO,CA,91762,483,263,20,13.4,3.6,0.2,0.1,2.9,0,"1,507,902","1,775,436","1,429,997",7.5,17,"7,158",79,95,168,203,60,192,14,,45,,,2.76,0.23194,0.35361,0.3384,0.14449,0.46388,0.61217,0.34221,0.32319,0.51711,0.62357,,0.58555,0.19772,0.69582,0.04943,0.12928
557740,"HIGHLAND HOME HEALTHCARE, INC",8671 WILSHIRE BLVD STE 606,BEVERLY HILLS,CA,90211,656,178,14.5,9.7,2.1,0,0,2.6,0,"1,355,826","1,879,095","1,576,028",0.2,15,"5,651",77,71,107,58,120,40,100,,25,0,,3.12,0.13483,0.44382,0.55618,0.12921,,0.69663,0.52809,0.33146,0.66292,0.6573,,,0.2809,0.60674,0.12921,0.17978
557743,"STAR HOME HEALTH RESOURCES, INC","1768 ARROW HIGHWAY, SUITE 105",LA VERNE,CA,91750,237,151,12.5,9.3,2.2,0,0,0.8,0.2,"182,612","680,935","574,427",1.2,11,"5,545",70,54,97,50,101,85,35,,23,0,,2.94,0.08609,0.39073,0.64901,0.07285,0.44371,0.64238,0.62914,0.50993,0.7351,0.62914,,0.74834,0.1457,0.7351,0.07947,0.04636
557746,GOOD LIFE HOME HEALTH,2501 COLORADO BLVD UNIT G,LOS ANGELES,CA,90041,66,15,11.2,11,0.2,0,0,0,0,"126,171","164,679","128,593",7.1,,,80,,,0,15,0,0,,,0,,1.26,0.13333,0.2,0.4,0.06667,0.4,0.66667,0.33333,0.06667,0.66667,,,0.33333,0.06667,,0,0.06667
557747,"ASIAN NETWORK PACIFIC HOME CARE, INC","212 9TH STREET, SUITE 205",OAKLAND,CA,94607,587,481,17.1,9,4.7,0.9,0.2,1.8,0.5,"2,842,596","2,588,788","1,650,109",0.1,126,"80,246",81,173,308,82,399,24,13,411,26,,,1.95,0.19543,0.41996,0.2079,0.10603,0.29314,0.54054,0.18295,0.23701,0.44075,0.60499,,0.38046,0.23077,0.37006,0.03119,0.15385
557753,BRIGHT HORIZONS HOME HEALTH,10511 S WESTERN AVENUE,LOS ANGELES,CA,90047,338,191,19.1,13.1,3.9,0.7,0.1,1.2,0.1,"831,912","1,215,341","938,124",8.2,46,"20,472",78,78,113,112,79,101,40,15,33,,,2.77,0.26702,0.33508,0.30366,0.15707,0.44503,0.56021,0.27225,0.29843,0.43979,0.60209,,0.54974,0.13089,0.53403,0.08377,0.13089
557754,ASIAN AMERICAN HOME HEALTH,"704 BROADWAY, SUITE 202",OAKLAND,CA,94607,"3,064","2,090",18,8,5.3,2.2,0.4,1.7,0.3,"14,435,204","15,825,271","10,067,918",0.4,300,"195,755",82,771,"1,319",666,"1,424",378,68,"1,492",94,,,2.2,0.17656,0.42201,0.25598,0.10718,0.37129,0.56555,0.22632,0.21244,0.49234,0.63923,,0.43828,0.20144,0.47129,0.03684,0.13254
557755,SURE CARE HEALTH CARE SERVICES,1109 W SAN BERNARDINO RD SUITE 200,COVINA,CA,91722,136,70,20.1,8.4,5,0,0.1,6.4,0.1,"343,215","425,717","350,823",2,,,84,21,49,49,21,44,,,19,0,,2.3,0.2,0.47143,0.31429,0.11429,0.42857,0.45714,0.31429,0.4,0.44286,0.58571,,0.57143,0.22857,0.52857,0.1,0.1
557763,"AMICABLE HOMECARE, INC",13819 SAN ANTONIO DRIVE,NORWALK,CA,90650,448,211,18.3,12.1,4.6,0.7,0.1,0.7,0.2,"1,785,207","1,579,708","1,350,238",0.6,15,"7,295",81,64,147,90,121,83,21,38,68,,,2.8,0.21327,0.4218,0.38389,0.11848,,0.59716,0.35545,0.34123,0.64455,0.65877,,,0.18009,,0.09953,0.11848
557764,FOCUS HEALTH,"377 W FALLBROOK AVENUE, SUITE 206",FRESNO,CA,93711,641,551,16.7,6.4,7.5,1.5,0.5,0.5,0.4,"2,325,017","2,212,400","2,170,603",0.1,71,"28,868",77,211,340,307,244,348,29,23,139,,,2.46,0.20145,0.30672,0.37568,0.14701,0.46642,0.59891,0.31397,0.37568,0.51906,0.68603,,0.57169,0.16334,0.55354,0.04537,0.13249
557765,AROUND THE CLOCK HOME CARE,"5251 OFFICE PARK DRIVE, SUITE 400",BAKERSFIELD,CA,93309,"1,893","1,185",16.9,11.1,3.7,1.8,0.2,0.1,0.1,"6,458,116","6,780,930","5,901,281",0.2,220,"106,706",75,494,691,668,517,761,66,36,308,,,2.75,0.2,0.30127,0.38819,0.12068,0.51055,0.5865,0.36203,0.35781,0.55865,0.66414,,0.627,0.12236,0.59156,0.05063,0.14262
557773,PROMPTCARE HEALTH SERVICES,454 S CENTRAL AVE,GLENDALE,CA,91204,363,121,22.7,19.1,1.6,0,0,1.9,0,"1,370,244","1,209,743","918,065",9.8,,,78,48,73,50,71,61,,,41,0,,2.44,0.1405,0.3719,0.33884,0.10744,0.47934,0.47934,0.32231,0.19008,0.66116,0.59504,,0.64463,0.19008,0.63636,0.04132,0.10744
557774,IDEAL HOME CARE INC,1751 S GRAND AVE,GLENDORA,CA,91740,504,220,20.9,13.2,7.3,0.3,0,0.1,0,"1,579,452","2,217,391","1,749,352",7.5,,,80,73,147,68,152,110,17,15,74,,,2.22,0.13636,0.66818,0.3,0.12273,0.34545,0.43182,0.29091,0.55455,0.45455,0.59091,,0.71818,0.47273,,0.36818,0.06818
557775,AS'LIEF HOME HEALTH,"4138 EAGLE ROCK BLVD, SUITE B",LOS ANGELES,CA,90065,319,199,16,13.9,1.9,0.1,0,0,0.1,"675,674","1,013,972","794,013",8.8,11,"4,957",71,105,94,33,166,51,41,22,84,,,2.26,0.09045,0.30653,0.36181,0.03518,0.39698,0.47236,0.39196,0.43216,0.50754,0.64322,,0.57789,0.08543,0.50251,0.30151,0.0402
557784,ASSISTED HEALTHCARE SERVICES,"1900 W GARVEY AVENUE, S, SUITE 220",WEST COVINA,CA,91790,238,191,14.4,9,3.6,0.8,0,0.7,0.3,"753,348","766,835","631,930",2.8,44,"21,338",75,70,121,113,78,78,,38,61,,,2.47,0.19895,0.2199,0.28272,0.16754,0.45026,0.58639,0.26702,0.27225,0.50262,0.63351,,0.53927,0.15707,0.56545,0.04188,0.12565
557785,SUTTER NORTH HOME HEALTH,"400 PLUMAS BLVD, SUITE 115B",YUBA CITY,CA,95991,"1,192",836,15.3,6.9,4.7,1.7,0.9,0.7,0.4,"6,418,962","4,164,220","3,665,825",0.1,190,"100,701",77,316,520,591,245,692,21,35,75,,,2.22,0.24163,0.31699,0.40789,0.13756,0.47249,0.54904,0.37679,0.39115,0.42943,0.63995,,0.51555,0.15311,0.59689,0.04067,0.14354
557789,CAREMAX HOME HEALTH,"2139 TAPO STREET, SUITE 224",SIMI VALLEY,CA,93063,278,201,24.1,7.3,9.3,4,0.1,3.2,0.1,"1,008,981","1,492,395","1,251,177",0.1,18,"7,615",79,87,114,123,78,121,,,59,,,2.7,0.25871,0.37811,0.28358,0.1194,0.69652,0.63184,0.29851,0.35323,0.52239,0.69154,,0.59701,0.12935,0.61692,0.11443,0.17413
557790,PRECAUTIONARY HOME HEALTH SERVICES INC,"2930 W IMPERIAL HWY, SUITE 300",INGLEWOOD,CA,90303,145,47,16,9.7,0.2,0,0,6,0,"371,401","357,864","282,422",6.4,11,"5,407",70,19,28,12,35,,40,0,,0,0,2.42,0.06383,0.23404,0.34043,0.04255,0.44681,0.53191,0.31915,0.29787,0.59574,0.55319,,0.7234,0.02128,0.68085,0.04255,0.08511
557791,"ADVANCE HOME HEALTH SERVICES, INC",801 W VALLEY BLVD SUITE 105,ALHAMBRA,CA,91803,594,358,15.1,10.4,2.7,0.4,0,1.5,0.1,"1,831,627","1,894,793","1,560,162",2.7,53,"26,113",84,143,215,118,240,58,,218,71,0,,2.98,0.2486,0.45251,0.37709,0.12011,0.60335,0.60335,0.38827,0.24022,0.56145,0.65363,,0.71788,0.28212,0.61453,0.09497,0.14525
557792,QUALITY CARE HH SPECIALISTS,"1416 S AZUSA AVE, STE C-1",WEST COVINA,CA,91791,704,299,18.2,13.7,3.4,0.6,0,0.4,0.1,"1,519,587","2,477,401","1,939,987",8.7,20,"8,109",75,114,185,74,225,119,16,64,89,,,2.65,0.10033,0.44147,0.48829,0.11706,0.51505,0.58528,0.50836,0.41137,0.61873,0.699,,0.70569,0.22408,0.61204,0.301,0.07692
557796,CROSSROADS HOME HEALTH & HOSPICE,"1109 VICENTE STREET, SUITE 103",SAN FRANCISCO,CA,94116,514,331,17,8.1,4.3,1.7,0.3,2.1,0.5,"1,829,774","2,244,634","1,435,850",0.6,92,"57,486",79,157,174,177,154,172,43,78,31,,,2.27,0.19335,0.3716,0.26586,0.15408,0.38066,0.56495,0.22659,0.2719,0.45619,0.50453,,0.44109,0.13293,0.429,0.06647,0.12387
557797,VIP HOME HEALTH CARE AGENCY,1224 SOUTH GARFIELD AVENUE  #204,ALHAMBRA,CA,91801,90,26,21,10.5,1.3,0.1,0,9.1,0,"233,798","225,501","181,586",4.2,,,84,,,15,11,0,25,0,,0,,2.81,0.11538,0.57692,0.15385,0.23077,0.69231,0.57692,0.19231,0.19231,0.65385,0.46154,,0.57692,0,0.73077,0.07692,0.26923
557798,INCARE HOME HEALTH SERVICES,"2787 CALIFORNIA STREET, SUITE B",SAN FRANCISCO,CA,94115,759,415,21.2,14.8,3.3,1.1,0.1,1.9,0,"3,868,147","3,411,711","2,191,834",0.9,28,"16,057",85,133,282,28,387,380,0,,,0,23,2.63,0.25301,0.60482,0.20482,0.1253,0.51325,0.62651,0.16627,0.71807,0.66747,0.63614,,,0.11807,0.66747,0.0241,0.06747
557799,CHARITY HOME HEALTH SERVICES,500 CARSON PLZ DR STE 228,CARSON,CA,90746,402,260,13.2,8.5,4.2,0,0.1,0.2,0.2,"669,957","1,313,330","1,132,667",0,48,"21,678",77,105,155,159,101,148,30,28,53,,,2.87,0.20769,0.35769,0.36538,0.14231,0.54231,0.66923,0.34231,0.40385,0.56538,0.74615,,,0.15,0.57308,0.08077,0.19615
673100,ONLEX HEALTHCARE INC,20501 KATY FREEWAY SUITE 234,KATY,TX,77450,168,51,17.9,8.1,4.8,0.9,0.1,3.9,0,"428,126","427,189","438,750",1.4,,,77,18,33,22,29,18,14,,17,0,,3.35,0.09804,0.45098,0.13725,0.19608,0.37255,0.60784,0.13725,0.35294,0.4902,0.72549,,0.54902,0.17647,0.52941,0.07843,0.13725
673101,PRESIDENTE HOME CARE INC,405 N MAIN STREET SUITE 1,MCALLEN,TX,78501,330,99,22.9,16.3,2.7,0.3,0.2,3.5,0,"1,488,711","818,121","898,134",7.8,,,78,46,53,55,44,32,0,0,67,0,0,2.87,0.09091,0.58586,0.41414,0.13131,0.49495,,0.38384,0.28283,,0.72727,,0.72727,0.16162,0.53535,0.0202,0.09091
673102,DHS HEALTHCARE INC,6001 SAVOY DRIVE SUITE 201,HOUSTON,TX,77036,210,54,10.6,8.3,2,0,0,0.4,0,"335,403","420,303","479,425",0,,,64,19,35,12,42,,33,12,,0,0,1.47,0.03704,0.22222,0.42593,0.07407,0.24074,0.53704,0.42593,0.5,0.55556,0.64815,,0.46296,0.14815,0.66667,0.16667,0.01852
673104,HALO HOME HEALTH LLC,1473 E ALTON GLOOR STE C & D,BROWNSVILLE,TX,78521,575,184,14.2,13,1.2,0,0,0,0.1,"1,724,268","1,175,450","1,274,113",6.5,18,"6,549",77,70,114,49,135,21,,,161,0,0,2.7,0.13043,0.35326,0.34239,0.05978,0.48913,0.71196,0.34239,0.39674,0.68478,,,,0.2337,,0.04348,0.05978
673107,PECOS COUNTY MEMORIAL HOSPITAL HOME HEALTH AND HOS,1710 N FRONT ST,FORT STOCKTON,TX,79735,308,99,16.6,8.6,2.6,0,0.1,5.3,0,"904,078","566,991","675,612",0,,,80,40,59,58,41,44,0,,52,0,,2.01,0.14141,0.28283,0.41414,0.11111,0.53535,0.56566,0.37374,0.25253,0.45455,0.56566,,0.65657,0.15152,0.62626,0.0101,0.10101
673108,PLATINUM HEALTH SERVICES,10935 ESTATE LANE SUITE S365,DALLAS,TX,75238,101,25,8.5,8.1,0.2,0.2,0,0,0,"111,695","179,369","196,001",0,,,63,,,,,,14,0,,0,0,1.98,0.04,0.6,0.4,0.04,0.28,0.6,0.24,0.68,0.6,0.64,,0.64,0.08,,0.12,0.12
